 [0.212 0.159 0.191 0.184 0.426]
 [0.309 0.206 0.139 0.159 0.353]
 [0.357 0.683 0.706 0.956 0.4  ]
 [0.267 0.685 0.148 0.302 0.843]
 [0.791 0.151 0.308 0.046 0.2  ]
 [0.224 0.699 0.162 0.307 0.886]
 [0.396 0.654 0.636 0.948 0.345]
 [0.778 0.097 0.442 0.067 0.16 ]
 [0.26  0.186 0.158 0.188 0.42 ]
 [0.097 0.077 0.59  0.856 0.227]
 [0.23  0.252 0.184 0.242 0.351]
 [0.973 0.93  0.778 0.415 0.63 ]
 [0.074 0.123 0.612 0.955 0.237]
 [0.909 0.96  0.823 0.462 0.57 ]
 [0.245 0.705 0.145 0.288 0.878]
 [0.273 0.231 0.173 0.191 0.365]
 [0.373 0.666 0.625 0.935 0.373]
 [0.908 0.947 0.908 0.46  0.569]
 [0.744 0.105 0.312 0.078 0.086]
 [0.284 0.76  0.238 0.358 0.939]
 [0.046 0.03  0.524 0.851 0.215]
 [0.298 0.681 0.276 0.354 0.882]
 [0.38  0.624 0.474 0.867 0.354]
 [0.278 0.671 0.129 0.322 0.935]
 [0.95  0.986 0.924 0.485 0.554]
 [0.218 0.223 0.204 0.204 0.443]
 [0.292 0.712 0.178 0.31  0.906]
 [0.231 0.662 0.198 0.33  1.   ]
 [0.28  0.704 0.144 0.344 0.923]
 [0.232 0.307 0.11  0.188 0.42 ]
 [0.102 0.077 0.548 0.873 0.206]
 [0.798 0.054 0.329 0.044 0.08 ]
 [0.908 0.983 0.686 0.439 0.565]
 [0.107 0.094 0.575 0.881 0.212]
 [0.944 0.956 0.904 0.483 0.564]
 [0.257 0.234 0.11  0.238 0.388]
 [0.235 0.699 0.233 0.33  0.963]
 [0.053 0.075 0.418 0.889 0.212]
 [0.4   0.618 0.687 0.956 0.307]
 [0.928 0.944 0.857 0.516 0.617]
 [0.739 0.065 0.314 0.086 0.121]
 [0.245 0.679 0.222 0.319 0.9  ]
 [0.061 0.02  0.586 0.854 0.253]
 [0.748 0.099 0.339 0.052 0.107]
 [0.218 0.201 0.199 0.186 0.381]
 [0.388 0.611 0.605 0.941 0.403]
 [0.248 0.222 0.062 0.175 0.375]
 [0.408 0.637 0.562 0.919 0.401]
 [0.075 0.094 0.623 0.898 0.282]
 [0.287 0.719 0.238 0.393 0.876]
 [0.754 0.063 0.55  0.088 0.119]
 [0.042 0.066 0.61  0.888 0.227]
 [0.916 0.95  0.805 0.501 0.618]
 [0.397 0.665 0.678 0.915 0.356]
 [0.03  0.083 0.541 0.948 0.287]
 [0.92  0.89  0.939 0.478 0.575]
 [0.282 0.638 0.163 0.299 0.946]
 [0.216 0.711 0.053 0.357 0.84 ]
 [0.987 0.963 0.749 0.453 0.513]
 [0.732 0.055 0.346 0.056 0.138]
 [0.23  0.182 0.126 0.192 0.411]
 [0.019 0.08  0.703 0.903 0.31 ]
 [0.795 0.075 0.281 0.124 0.13 ]
 [0.363 0.633 0.634 0.937 0.374]
 [0.25  0.214 0.062 0.176 0.339]
 [0.924 0.987 0.809 0.41  0.602]
 [0.191 0.697 0.227 0.297 0.949]
 [0.94  0.924 0.914 0.475 0.591]
 [0.933 0.979 0.85  0.483 0.576]
 [0.388 0.625 0.598 0.881 0.334]
 [0.351 0.631 0.622 0.961 0.346]
 [0.392 0.631 0.566 0.94  0.355]
 [0.239 0.661 0.232 0.293 0.934]
 [0.938 0.962 0.784 0.442 0.529]
 [0.072 0.062 0.551 0.926 0.219]
 [0.23  0.231 0.145 0.216 0.37 ]
 [0.204 0.738 0.164 0.359 0.935]
 [0.899 0.968 0.794 0.46  0.595]
 [0.926 0.933 0.815 0.475 0.549]
 [0.399 0.676 0.603 0.954 0.348]
 [0.798 0.073 0.291 0.085 0.127]
 [0.926 0.946 0.793 0.474 0.584]
 [0.753 0.05  0.252 0.073 0.115]
 [0.958 0.934 0.754 0.438 0.626]
 [0.754 0.121 0.389 0.08  0.106]
 [0.192 0.191 0.239 0.223 0.334]
 [0.948 0.935 0.863 0.426 0.561]
 [0.419 0.659 0.625 0.977 0.31 ]
 [0.044 0.114 0.655 0.882 0.278]
 [0.414 0.633 0.598 0.921 0.394]
 [0.237 0.714 0.217 0.382 0.875]
 [0.257 0.169 0.111 0.151 0.443]
 [0.021 0.118 0.581 0.915 0.18 ]
 [0.022 0.066 0.45  0.906 0.213]
 [0.41  0.651 0.547 0.929 0.437]
 [0.372 0.663 0.642 0.964 0.312]
 [0.296 0.667 0.16  0.319 0.947]
 [0.119 0.074 0.564 0.897 0.221]
 [0.236 0.239 0.224 0.16  0.41 ]
 [0.244 0.227 0.177 0.146 0.454]
 [0.738 0.048 0.393 0.073 0.078]
 [0.757 0.04  0.296 0.062 0.2  ]
 [0.234 0.694 0.192 0.32  0.889]
 [0.062 0.069 0.596 0.9   0.236]
 [0.188 0.26  0.271 0.17  0.374]
 [0.239 0.708 0.332 0.31  0.957]
 [0.042 0.073 0.58  0.869 0.237]
 [0.043 0.076 0.628 0.863 0.221]
 [0.259 0.214 0.091 0.217 0.433]
 [0.19  0.704 0.208 0.306 0.914]
 [0.278 0.157 0.17  0.252 0.354]
 [0.753 0.129 0.318 0.066 0.124]
 [0.268 0.715 0.219 0.356 0.873]
 [0.783 0.042 0.291 0.108 0.055]
 [0.244 0.218 0.094 0.159 0.347]
 [0.94  0.952 0.84  0.455 0.634]
 [0.387 0.612 0.624 0.916 0.383]
 [0.384 0.587 0.668 0.914 0.346]
 [0.918 0.909 0.835 0.472 0.58 ]
 [0.284 0.739 0.206 0.337 0.913]
 [0.043 0.121 0.514 0.853 0.281]
 [0.797 0.068 0.29  0.091 0.131]
 [0.024 0.066 0.595 0.949 0.256]
 [0.268 0.188 0.145 0.178 0.435]
 [0.247 0.707 0.188 0.277 0.906]
 [0.267 0.23  0.155 0.17  0.377]
 [0.016 0.112 0.532 0.883 0.233]
 [0.193 0.698 0.125 0.346 0.85 ]
 [0.09  0.073 0.546 0.872 0.223]
 [0.055 0.042 0.458 0.891 0.261]
 [0.238 0.213 0.097 0.185 0.36 ]
 [0.233 0.711 0.121 0.329 0.837]
 [0.923 0.966 0.859 0.426 0.554]
 [0.252 0.271 0.206 0.17  0.41 ]
 [0.275 0.781 0.086 0.371 0.954]
 [0.293 0.685 0.17  0.324 0.959]
 [0.096 0.062 0.522 0.859 0.238]
 [0.064 0.07  0.525 0.885 0.239]
 [0.417 0.635 0.568 0.959 0.326]
 [0.395 0.65  0.522 0.957 0.4  ]
 [0.424 0.665 0.606 0.923 0.35 ]
 [0.907 0.939 0.759 0.427 0.549]
 [0.275 0.255 0.049 0.229 0.404]
 [0.069 0.132 0.722 0.904 0.257]
 [0.789 0.13  0.321 0.058 0.131]
 [0.711 0.05  0.289 0.08  0.089]
 [0.878 0.952 0.786 0.451 0.599]
 [0.1   0.065 0.565 0.86  0.336]
 [0.349 0.635 0.547 0.931 0.326]
 [0.785 0.069 0.27  0.017 0.167]
 [0.251 0.712 0.21  0.353 0.923]
 [0.42  0.664 0.633 0.934 0.378]
 [0.732 0.05  0.264 0.08  0.135]
 [0.267 0.236 0.114 0.185 0.347]
 [0.243 0.678 0.38  0.282 0.929]
 [0.355 0.657 0.647 0.901 0.375]
 [0.741 0.08  0.267 0.041 0.109]
 [0.277 0.695 0.234 0.328 0.91 ]
 [0.933 0.929 0.801 0.432 0.592]
 [0.295 0.193 0.307 0.127 0.35 ]
 [0.27  0.695 0.259 0.343 0.917]
 [0.408 0.637 0.513 0.923 0.374]
 [0.918 0.95  0.897 0.505 0.547]
 [0.77  0.064 0.309 0.079 0.166]
 [0.289 0.203 0.21  0.183 0.407]
 [0.235 0.715 0.25  0.254 0.868]
 [0.378 0.638 0.709 0.909 0.4  ]
 [0.257 0.181 0.215 0.229 0.321]
 [0.239 0.205 0.082 0.214 0.368]
 [0.924 0.944 0.775 0.432 0.602]
 [0.11  0.051 0.542 0.893 0.247]
 [0.254 0.264 0.182 0.137 0.418]
 [0.075 0.064 0.544 0.971 0.321]
 [0.948 0.935 0.783 0.443 0.636]
 [0.244 0.223 0.109 0.18  0.323]
 [0.035 0.083 0.567 0.845 0.242]
 [0.743 0.052 0.279 0.101 0.077]
 [0.958 0.949 0.899 0.44  0.551]
 [0.687 0.046 0.289 0.086 0.096]
 [0.792 0.025 0.424 0.105 0.161]
 [0.958 0.973 0.848 0.474 0.673]
 [0.356 0.614 0.59  0.977 0.356]
 [0.369 0.64  0.653 0.95  0.372]
 [0.271 0.23  0.131 0.237 0.387]
 [0.048 0.053 0.657 0.909 0.219]
 [0.343 0.63  0.614 0.895 0.411]
 [0.236 0.189 0.072 0.137 0.387]
 [0.949 0.95  0.84  0.49  0.619]
 [0.922 0.935 0.887 0.518 0.618]
 [0.229 0.684 0.114 0.336 0.902]
 [0.002 0.075 0.548 0.942 0.179]
 [0.376 0.638 0.676 0.936 0.433]
 [0.269 0.691 0.211 0.332 0.938]
 [0.266 0.684 0.228 0.338 0.904]
 [0.331 0.615 0.613 0.931 0.336]
 [0.258 0.247 0.144 0.147 0.434]
 [0.949 0.896 0.855 0.424 0.561]
 [0.088 0.079 0.649 0.904 0.235]
 [0.268 0.738 0.293 0.348 0.894]
 [0.251 0.671 0.215 0.339 0.855]
 [0.395 0.596 0.611 0.911 0.342]
 [0.25  0.687 0.186 0.304 0.929]
 [0.4   0.649 0.575 0.948 0.404]
 [0.256 0.233 0.157 0.223 0.4  ]
 [0.889 0.941 0.839 0.428 0.526]
 [0.784 0.07  0.347 0.071 0.136]
 [0.383 0.643 0.653 0.938 0.462]
 [0.247 0.223 0.129 0.229 0.288]
 [0.263 0.22  0.138 0.189 0.414]
 [0.259 0.232 0.16  0.191 0.329]
 [0.916 0.935 0.768 0.555 0.574]
 [0.782 0.135 0.307 0.059 0.175]
 [0.744 0.079 0.294 0.032 0.14 ]
 [0.345 0.661 0.657 0.947 0.408]
 [0.027 0.092 0.577 0.959 0.21 ]
 [0.084 0.036 0.677 0.889 0.194]
 [0.21  0.683 0.392 0.318 0.967]
 [0.364 0.649 0.734 0.899 0.293]
 [0.116 0.048 0.598 0.889 0.282]
 [0.957 0.928 0.809 0.502 0.593]
 [0.253 0.634 0.265 0.338 0.855]
 [0.253 0.68  0.136 0.261 0.864]
 [0.91  0.946 0.749 0.475 0.555]
 [0.761 0.068 0.351 0.078 0.155]
 [0.235 0.664 0.13  0.377 0.927]
 [0.957 0.981 0.823 0.509 0.606]
 [0.256 0.758 0.139 0.363 0.855]
 [0.268 0.269 0.138 0.197 0.367]
 [0.921 0.97  0.839 0.517 0.627]
 [0.217 0.707 0.349 0.34  0.8  ]
 [0.246 0.658 0.086 0.329 0.894]
 [0.847 0.888 0.868 0.514 0.573]
 [0.341 0.639 0.588 0.916 0.343]
 [0.216 0.218 0.05  0.212 0.386]
 [0.215 0.204 0.158 0.157 0.454]
 [0.965 0.899 0.945 0.44  0.575]
 [0.354 0.639 0.615 0.913 0.31 ]
 [0.758 0.064 0.327 0.139 0.094]
 [0.767 0.05  0.25  0.025 0.144]
 [0.253 0.236 0.041 0.167 0.356]
 [0.751 0.065 0.243 0.082 0.14 ]
 [0.926 0.949 0.798 0.471 0.595]
 [0.269 0.213 0.228 0.163 0.375]
 [0.385 0.666 0.548 0.937 0.44 ]
 [0.229 0.176 0.175 0.169 0.421]
 [0.078 0.096 0.579 0.88  0.187]
 [0.046 0.105 0.599 0.906 0.217]
 [0.235 0.699 0.248 0.292 0.93 ]
 [0.07  0.074 0.518 0.915 0.215]
 [0.366 0.588 0.584 0.931 0.339]
 [0.275 0.69  0.198 0.288 0.899]
 [0.96  1.    0.84  0.501 0.472]
 [0.261 0.255 0.211 0.196 0.37 ]
 [0.734 0.082 0.231 0.076 0.184]
 [0.946 0.999 0.757 0.487 0.633]
 [0.28  0.241 0.248 0.248 0.405]
 [0.928 0.972 0.818 0.501 0.652]
 [0.241 0.22  0.07  0.193 0.393]
 [0.275 0.197 0.233 0.21  0.371]
 [0.948 0.99  0.876 0.522 0.626]
 [0.307 0.709 0.09  0.38  0.886]
 [0.251 0.256 0.049 0.197 0.357]
 [0.3   0.214 0.166 0.184 0.34 ]
 [0.916 0.949 0.838 0.469 0.563]
 [0.225 0.264 0.23  0.196 0.347]
 [0.253 0.681 0.184 0.279 0.837]
 [0.331 0.626 0.628 0.876 0.363]
 [0.228 0.7   0.149 0.325 0.919]
 [0.242 0.7   0.227 0.351 0.856]
 [0.281 0.169 0.064 0.183 0.357]
 [0.258 0.206 0.079 0.271 0.432]
 [0.919 0.975 0.822 0.527 0.561]
 [0.926 0.942 0.838 0.454 0.606]
 [0.213 0.201 0.185 0.143 0.374]
 [0.733 0.086 0.438 0.017 0.091]
 [0.348 0.656 0.568 0.95  0.37 ]
 [0.747 0.072 0.232 0.005 0.088]
 [0.381 0.639 0.556 0.94  0.393]
 [0.289 0.679 0.085 0.348 0.885]
 [0.262 0.254 0.261 0.23  0.329]
 [0.25  0.233 0.05  0.139 0.416]
 [0.045 0.048 0.578 0.89  0.172]
 [0.269 0.212 0.126 0.144 0.411]
 [0.773 0.066 0.32  0.059 0.139]
 [0.075 0.076 0.572 0.843 0.283]
 [0.243 0.717 0.246 0.349 0.887]
 [0.941 0.901 0.902 0.49  0.573]
 [0.382 0.674 0.549 0.915 0.342]
 [0.244 0.61  0.053 0.35  0.951]
 [0.397 0.653 0.656 0.934 0.412]
 [0.221 0.704 0.09  0.276 0.921]
 [0.054 0.078 0.55  0.933 0.307]
 [0.404 0.678 0.592 0.876 0.324]
 [0.225 0.222 0.164 0.204 0.33 ]
 [0.412 0.643 0.593 0.952 0.456]
 [0.373 0.617 0.505 0.9   0.435]
 [0.068 0.071 0.671 0.896 0.251]
 [0.348 0.623 0.745 0.946 0.365]
 [0.785 0.093 0.267 0.049 0.134]
 [0.061 0.099 0.574 0.955 0.211]
 [0.262 0.269 0.127 0.234 0.33 ]
 [0.781 0.066 0.335 0.06  0.18 ]
 [0.389 0.64  0.509 0.922 0.402]
 [0.239 0.18  0.136 0.172 0.363]
 [0.257 0.686 0.286 0.351 0.886]
 [0.94  0.937 0.823 0.449 0.528]
 [0.947 0.941 0.821 0.436 0.572]
 [0.788 0.094 0.393 0.065 0.139]
 [0.287 0.684 0.123 0.379 0.92 ]
 [0.739 0.086 0.338 0.084 0.062]
 [0.249 0.731 0.249 0.405 0.878]
 [0.364 0.645 0.628 0.919 0.384]
 [0.311 0.693 0.327 0.314 0.924]
 [0.288 0.258 0.157 0.125 0.441]
 [0.042 0.121 0.582 0.917 0.227]
 [0.059 0.078 0.607 0.914 0.262]
 [0.996 0.966 0.783 0.519 0.6  ]
 [0.077 0.096 0.519 0.866 0.256]
 [0.745 0.088 0.401 0.09  0.137]
 [0.03  0.083 0.475 0.861 0.225]
 [0.941 0.892 0.804 0.477 0.562]
 [0.703 0.069 0.367 0.045 0.106]
 [0.365 0.641 0.646 0.93  0.404]
 [0.913 0.908 0.808 0.395 0.579]
 [0.908 0.979 0.752 0.475 0.576]
 [0.05  0.042 0.489 0.959 0.22 ]
 [0.368 0.644 0.577 0.92  0.374]
 [0.978 0.915 0.901 0.475 0.572]
 [0.187 0.717 0.321 0.296 0.888]
 [0.116 0.08  0.574 0.926 0.268]
 [0.962 0.962 0.907 0.513 0.574]
 [0.365 0.649 0.671 0.917 0.385]
 [0.226 0.248 0.151 0.219 0.382]
 [0.789 0.1   0.406 0.111 0.14 ]
 [0.368 0.55  0.63  0.929 0.337]
 [0.065 0.122 0.667 0.846 0.256]
 [0.354 0.602 0.753 0.931 0.404]
 [0.8   0.112 0.337 0.072 0.114]
 [0.217 0.68  0.13  0.321 0.901]
 [0.103 0.062 0.606 0.855 0.235]
 [0.217 0.24  0.061 0.123 0.389]
 [0.938 0.858 0.733 0.462 0.599]
 [0.952 0.905 0.859 0.503 0.621]
 [0.784 0.092 0.305 0.081 0.16 ]
 [0.38  0.649 0.588 0.986 0.37 ]
 [0.922 0.925 0.91  0.464 0.506]
 [0.09  0.097 0.648 0.868 0.227]
 [0.233 0.74  0.251 0.281 0.944]
 [0.982 0.933 0.796 0.405 0.555]
 [0.962 0.92  0.917 0.397 0.598]
 [0.889 0.939 0.763 0.422 0.583]
 [0.891 0.923 1.    0.443 0.683]
 [0.729 0.082 0.361 0.047 0.155]
 [0.253 0.235 0.21  0.156 0.415]
 [0.971 0.904 0.722 0.492 0.591]
 [0.264 0.752 0.253 0.35  0.903]
 [0.329 0.662 0.569 0.955 0.383]
 [0.898 0.919 0.849 0.492 0.559]
 [0.803 0.052 0.313 0.039 0.141]
 [0.28  0.261 0.25  0.125 0.373]
 [0.381 0.575 0.669 0.965 0.45 ]
 [0.388 0.618 0.55  0.949 0.327]
 [0.254 0.773 0.194 0.29  0.872]
 [0.283 0.689 0.213 0.359 0.863]
 [0.253 0.689 0.192 0.298 0.885]
 [0.412 0.609 0.535 0.915 0.39 ]
 [0.381 0.638 0.644 0.878 0.325]
 [0.251 0.226 0.148 0.189 0.38 ]
 [0.099 0.104 0.63  0.88  0.194]
 [0.381 0.658 0.662 0.925 0.39 ]
 [0.267 0.194 0.116 0.135 0.342]
 [0.438 0.645 0.621 0.967 0.406]
 [0.098 0.095 0.491 0.912 0.182]
 [0.033 0.131 0.519 0.863 0.229]
 [0.344 0.658 0.708 0.915 0.312]
 [0.368 0.623 0.622 0.93  0.385]
 [0.887 0.936 0.781 0.444 0.587]
 [0.264 0.236 0.222 0.152 0.428]
 [0.048 0.095 0.659 0.947 0.286]
 [0.066 0.074 0.672 0.934 0.229]
 [0.784 0.061 0.334 0.093 0.06 ]
 [0.989 0.955 0.796 0.437 0.573]
 [0.257 0.629 0.303 0.332 0.921]
 [0.386 0.621 0.58  0.912 0.409]
 [0.089 0.056 0.565 0.872 0.21 ]
 [0.365 0.629 0.569 0.969 0.437]
 [0.221 0.696 0.253 0.346 0.931]
 [0.898 0.936 0.874 0.461 0.58 ]
 [0.943 0.966 0.801 0.469 0.659]
 [0.385 0.648 0.463 0.95  0.375]
 [0.246 0.674 0.267 0.309 0.949]
 [0.725 0.072 0.395 0.004 0.16 ]
 [0.239 0.687 0.107 0.363 0.882]
 [0.255 0.723 0.161 0.376 0.948]
 [0.382 0.602 0.586 0.857 0.403]
 [0.753 0.057 0.424 0.021 0.129]
 [0.741 0.042 0.393 0.089 0.1  ]
 [0.243 0.662 0.18  0.288 0.862]
 [0.372 0.634 0.658 0.908 0.402]
 [0.739 0.101 0.321 0.061 0.138]
 [0.804 0.08  0.438 0.085 0.101]
 [0.917 0.976 0.731 0.474 0.534]
 [0.225 0.714 0.216 0.314 0.9  ]
 [0.045 0.024 0.594 0.874 0.203]
 [0.319 0.16  0.1   0.177 0.415]
 [0.027 0.041 0.589 0.92  0.204]
 [0.287 0.671 0.219 0.292 0.91 ]
 [0.216 0.206 0.138 0.211 0.325]
 [0.062 0.082 0.543 0.934 0.253]
 [0.38  0.633 0.509 0.967 0.388]
 [0.195 0.247 0.133 0.177 0.323]
 [0.241 0.632 0.232 0.323 0.89 ]
 [0.077 0.058 0.531 0.884 0.223]
 [0.388 0.647 0.696 0.9   0.379]
 [0.925 0.911 0.757 0.515 0.585]
 [0.362 0.646 0.604 0.932 0.335]
 [0.385 0.636 0.62  0.913 0.372]
 [0.104 0.072 0.534 0.898 0.229]
 [0.935 0.937 0.765 0.487 0.616]
 [0.754 0.114 0.288 0.044 0.144]
 [0.081 0.094 0.494 0.916 0.308]
 [0.238 0.723 0.158 0.355 0.914]
 [0.359 0.625 0.808 0.908 0.333]
 [0.241 0.715 0.135 0.279 0.93 ]
 [0.248 0.691 0.15  0.318 0.939]
 [0.211 0.679 0.304 0.27  0.908]
 [0.912 0.983 0.814 0.506 0.587]
 [0.097 0.089 0.586 0.912 0.243]
 [0.086 0.074 0.663 0.906 0.268]
 [0.051 0.059 0.537 0.912 0.233]
 [0.913 0.972 0.735 0.46  0.585]
 [0.062 0.066 0.593 0.906 0.235]
 [0.947 0.946 0.88  0.48  0.626]
 [0.293 0.709 0.199 0.288 0.92 ]
 [0.925 0.953 0.838 0.5   0.547]
 [0.767 0.068 0.416 0.038 0.14 ]
 [0.729 0.103 0.336 0.034 0.132]
 [0.223 0.179 0.14  0.162 0.365]
 [0.385 0.622 0.629 0.878 0.376]
 [0.074 0.104 0.583 0.926 0.253]
 [0.23  0.225 0.252 0.221 0.386]
 [0.401 0.691 0.598 0.86  0.339]
 [0.906 0.91  0.793 0.438 0.567]
 [0.088 0.107 0.53  0.836 0.227]
 [0.22  0.232 0.083 0.173 0.42 ]
 [0.739 0.053 0.302 0.022 0.117]
 [0.268 0.164 0.187 0.208 0.452]
 [0.212 0.212 0.078 0.181 0.395]
 [0.908 0.866 0.849 0.46  0.61 ]
 [0.425 0.629 0.551 0.971 0.383]
 [0.804 0.094 0.313 0.027 0.138]
 [0.79  0.051 0.356 0.042 0.148]
 [0.332 0.656 0.58  0.935 0.371]
 [0.266 0.695 0.143 0.31  0.87 ]
 [0.723 0.12  0.189 0.    0.166]
 [0.27  0.679 0.117 0.302 0.978]
 [0.28  0.69  0.112 0.324 0.922]
 [0.218 0.693 0.227 0.299 0.856]
 [0.215 0.23  0.164 0.185 0.334]
 [0.422 0.573 0.6   0.96  0.305]
 [0.259 0.651 0.116 0.346 0.917]
 [0.34  0.626 0.613 0.936 0.35 ]
 [0.045 0.084 0.578 0.858 0.222]
 [0.773 0.132 0.386 0.096 0.105]
 [0.071 0.033 0.487 0.906 0.193]
 [0.404 0.681 0.535 0.949 0.363]
 [0.381 0.62  0.638 0.927 0.333]
 [0.747 0.053 0.343 0.093 0.121]
 [0.734 0.086 0.355 0.067 0.141]
 [0.412 0.626 0.563 0.905 0.466]
 [0.385 0.7   0.578 0.925 0.382]
 [0.227 0.206 0.091 0.17  0.429]
 [0.925 0.964 0.995 0.489 0.562]
 [0.038 0.1   0.601 0.95  0.236]
 [0.915 0.921 0.847 0.445 0.685]
 [0.228 0.22  0.11  0.223 0.379]
 [0.012 0.056 0.613 0.911 0.238]
 [0.771 0.058 0.418 0.048 0.168]
 [0.905 0.917 0.824 0.501 0.612]
 [0.932 0.912 0.949 0.473 0.569]
 [0.375 0.632 0.512 0.905 0.358]
 [0.271 0.241 0.103 0.185 0.35 ]
 [0.915 0.933 0.865 0.407 0.586]
 [0.27  0.21  0.019 0.238 0.362]
 [0.258 0.672 0.126 0.339 0.934]
 [0.074 0.083 0.409 0.857 0.327]
 [0.362 0.606 0.647 0.933 0.368]
 [0.399 0.632 0.69  0.937 0.404]
 [0.749 0.076 0.37  0.091 0.109]
 [0.957 0.921 0.916 0.521 0.621]
 [0.253 0.7   0.235 0.322 0.883]
 [0.744 0.061 0.348 0.077 0.135]
 [0.762 0.039 0.34  0.075 0.145]
 [0.883 0.901 0.809 0.47  0.532]
 [0.764 0.135 0.388 0.038 0.121]
 [0.23  0.711 0.202 0.303 0.838]
 [0.282 0.149 0.214 0.173 0.424]
 [0.23  0.71  0.18  0.353 0.905]
 [0.762 0.094 0.402 0.115 0.149]
 [0.252 0.215 0.105 0.169 0.331]
 [0.932 0.935 0.84  0.471 0.586]
 [0.054 0.079 0.752 0.885 0.268]
 [0.036 0.034 0.772 0.899 0.246]
 [0.245 0.237 0.034 0.249 0.362]
 [0.368 0.62  0.602 0.979 0.366]
 [0.235 0.253 0.158 0.186 0.354]
 [0.919 0.913 0.842 0.47  0.602]
 [0.731 0.112 0.467 0.129 0.133]
 [0.197 0.197 0.174 0.192 0.423]
 [0.986 0.963 0.859 0.494 0.596]
